date,gross_return,turnover,spread_cost,impact_cost,borrow_cost,net_return,cumulative_net,gate
2020-03-02,0.004321892136596224,1.0,0.017183378117993673,0.0013583278157600419,0.0,-0.01421981379715749,-0.01421981379715749,1
2020-03-03,0.0034342274133031155,0.44999999999999996,0.01590525821176126,0.0014624960469358332,0.0,-0.013933526845393979,-0.02815334064255147,1
2020-03-04,0.0024134705165797027,0.35,0.010302333881479303,0.0007327236054133929,0.0,-0.008621586970312994,-0.036774927612864466,1
2020-03-05,0.005360578091902924,0.6,0.018046927103737176,0.0012879049524572425,0.0,-0.013974253964291493,-0.05074918157715596,1
2020-03-06,-0.002839397164987033,0.19999999999999996,0.005201106735620867,0.00029736068845958577,0.0,-0.008337864589067486,-0.05908704616622344,1
2020-03-09,0.00022016188505729478,0.4,0.012202162098116436,0.0008692778938617252,0.0,-0.012851278106920867,-0.07193832427314431,1
2020-03-10,-0.006076580222366269,0.1499999999999999,0.004046065750170179,0.0003837181961896085,0.0,-0.010506364168726058,-0.08244468844187036,1
2020-03-11,3.656808433363042e-05,0.1499999999999999,0.005061054071948561,0.0003603654189658391,0.0,-0.00538485140658077,-0.08782953984845113,1
2020-03-12,4.342117533533661e-05,0.0,0.0,0.0,0.0,4.342117533533661e-05,-0.0877861186731158,1
2020-03-13,0.016028412594690636,0.0,0.0,0.0,0.0,0.016028412594690636,-0.07175770607842516,1
2020-03-16,0.0022549222057309283,0.09999999999999998,0.003040677403489705,0.00037544559960533025,0.0,-0.0011612007973641069,-0.07291890687578927,1
2020-03-17,0.01200798275746081,0.0,0.0,0.0,0.0,0.01200798275746081,-0.060910924118328456,1
2020-03-18,-0.0033734482547884462,0.09999999999999998,0.003215520288518784,0.0003927895367455288,0.0,-0.006981758080052759,-0.06789268219838121,1
2020-03-19,0.0032423567438182622,0.09999999999999998,0.00278122982877246,0.00024837703646817433,0.0,0.0002127498785776281,-0.06767993231980358,1
2020-03-20,0.00033177659570574405,0.1499999999999999,0.006752999582766917,0.0006808240041630975,0.0,-0.007102046991224271,-0.07478197931102785,1
2020-03-23,0.004807666265621319,0.1499999999999999,0.00667224734200721,0.0005971034688057415,0.0,-0.0024616845451916327,-0.07724366385621949,1
2020-03-24,0.004577578763848643,0.0,0.0,0.0,0.0,0.004577578763848643,-0.07266608509237085,1
2020-03-25,0.0027072231424361617,0.1499999999999999,0.006882742505900625,0.0006712651584283517,0.0,-0.004846784521892815,-0.07751286961426367,1
2020-03-26,0.0030106134160657935,0.0,0.0,0.0,0.0,0.0030106134160657935,-0.07450225619819788,1
2020-03-27,0.0032380319868753685,0.0,0.0,0.0,0.0,0.0032380319868753685,-0.0712642242113225,1
2020-03-30,-0.006057463593658573,0.0,0.0,0.0,0.0,-0.006057463593658573,-0.07732168780498108,1
2020-03-31,0.0030455804892293332,0.35,0.018919393644941745,0.0016846395970725727,0.0,-0.017558452752784986,-0.09488014055776607,1
2020-04-01,-0.004189228774969805,0.35,0.02008702589213484,0.001479927889218153,0.0,-0.025756182556322796,-0.12063632311408887,1
2020-04-02,-0.003483524602890091,0.09999999999999998,0.008284639780221908,0.0015575623813401216,0.0,-0.01332572676445212,-0.133962049878541,1
2020-04-03,-0.0012326192865368497,0.0,0.0,0.0,0.0,-0.0012326192865368497,-0.13519466916507783,1
2020-04-06,-0.0026054639143703404,0.0,0.0,0.0,0.0,-0.0026054639143703404,-0.13780013307944816,1
2020-04-07,0.0038979899010313894,0.0,0.0,0.0,0.0,0.0038979899010313894,-0.13390214317841678,1
2020-04-08,-0.002107433042354079,0.0,0.0,0.0,0.0,-0.002107433042354079,-0.13600957622077087,1
2020-04-09,9.981831625583554e-06,0.0,0.0,0.0,0.0,9.981831625583554e-06,-0.13599959438914527,1
2020-04-10,-0.0016046696949738254,0.0,0.0,0.0,0.0,-0.0016046696949738254,-0.1376042640841191,1
2020-04-13,-0.003380345862714792,0.0,0.0,0.0,0.0,-0.003380345862714792,-0.1409846099468339,1
2020-04-14,0.0017419748119505002,0.0,0.0,0.0,0.0,0.0017419748119505002,-0.13924263513488339,1
2020-04-16,0.008970307801977873,0.0,0.0,0.0,0.0,0.008970307801977873,-0.1302723273329055,1
2020-04-17,2.6586691893036238e-05,0.0,0.0,0.0,0.0,2.6586691893036238e-05,-0.13024574064101246,1
