model,universe,target,strategy,spread_mult,borrow_mult,net_sharpe,ann_return,max_drawdown,spread_cost,borrow_cost
tcn,main_hk,intraday,tercile_ls,1.0,1.0,-2.0432611200862616,-0.4691876701086448,-2.959463541866809,2.584336904761905,0.21765873015873016
tcn,main_hk,intraday,tercile_ls,1.5,1.0,-3.1207795340310556,-0.7225716226400001,-4.446678580512695,3.876505357142859,0.21765873015873016
tcn,main_hk,intraday,tercile_ls,2.0,1.0,-4.169213226819548,-0.9759555751713548,-5.936696329432998,5.16867380952381,0.21765873015873016
tcn,main_hk,cc,tercile_ls,0.5,1.0,-1.0771568665229596,-0.270652271531103,-1.87456276704892,1.259935119047619,0.21765873015873016
tcn,main_hk,cc,tercile_ls,1.0,1.0,-2.0559443662007166,-0.5186984005021519,-3.245798119801162,2.519870238095238,0.21765873015873016
tcn,main_hk,cc,tercile_ls,1.5,1.0,-3.019586957932253,-0.7667445294732009,-4.725190446157211,3.779805357142859,0.21765873015873016
tcn,main_hk,cc,tercile_ls,2.0,1.0,-3.9617252212425167,-1.0147906584442496,-6.204582772513268,5.039740476190476,0.21765873015873016
tcn,main_kr,gap,tercile_ls,0.5,1.0,0.22776255014813981,0.02350768020611253,-0.36285957324302864,0.9491166666666668,0.17476190476190476
tcn,main_kr,gap,tercile_ls,1.0,1.0,-1.7503021254564164,-0.1817172748257217,-1.286659372719922,1.8982333333333337,0.17476190476190476
tcn,main_kr,gap,tercile_ls,1.5,1.0,-3.6758465675249314,-0.38694222985755583,-2.4048851200732226,2.8473499999999996,0.17476190476190476
tcn,main_kr,gap,tercile_ls,2.0,1.0,-5.507788101598197,-0.5921671848893901,-3.635236274512541,3.7964666666666673,0.17476190476190476
tcn,main_kr,intraday,tercile_ls,0.5,1.0,-0.19895633700804846,-0.04019295894720695,-0.6838204651964751,0.9928666666666669,0.17476190476190476
tcn,main_kr,intraday,tercile_ls,1.0,1.0,-1.2649692985871275,-0.2557051825208686,-1.6042152809099408,1.9857333333333338,0.17476190476190476
tcn,main_kr,intraday,tercile_ls,1.5,1.0,-2.324670086652058,-0.4712174060945302,-2.847873450325271,2.9785999999999997,0.17476190476190476
tcn,main_kr,intraday,tercile_ls,2.0,1.0,-3.371379011512429,-0.6867296296681918,-4.150354071367687,3.9714666666666676,0.17476190476190476
tcn,main_kr,cc,tercile_ls,0.5,1.0,-0.7364684985905514,-0.1700981893697026,-1.2269482384914054,0.9146388888888891,0.17476190476190476
tcn,main_kr,cc,tercile_ls,1.0,1.0,-1.5947467966394941,-0.36890305201840967,-2.323807332395535,1.8292777777777782,0.17476190476190476
tcn,main_kr,cc,tercile_ls,1.5,1.0,-2.4464539117725805,-0.5677079146671166,-3.5145280868469215,2.7439166666666663,0.17476190476190476
tcn,main_kr,cc,tercile_ls,2.0,1.0,-3.2876431544471316,-0.766512777315824,-4.705248841298311,3.6585555555555564,0.17476190476190476
tcn,index_hk,gap,index_threshold,0.5,1.0,-0.04994511150864465,-0.0025112653008913547,-0.15044337505292543,0.008,0.0008928571428571429
tcn,index_hk,gap,index_threshold,1.0,1.0,-0.07616104307711491,-0.00383323251400611,-0.15424337505292537,0.016,0.0008928571428571429
tcn,index_hk,gap,index_threshold,1.5,1.0,-0.10231453363363843,-0.005155199727120863,-0.15804337505292543,0.024,0.0008928571428571429
tcn,index_hk,gap,index_threshold,2.0,1.0,-0.12839795493996306,-0.0064771669402356215,-0.1618433750529254,0.032,0.0008928571428571429
tcn,index_hk,intraday,index_threshold,0.5,1.0,0.1035635522238474,0.004857105884135853,-0.11439787388888009,0.0072,0.0010714285714285715
tcn,index_hk,intraday,index_threshold,1.0,1.0,0.07820067979839106,0.0036673353923325712,-0.11719787388888006,0.0144,0.0010714285714285715
tcn,index_hk,intraday,index_threshold,1.5,1.0,0.05282865607493904,0.002477564900529294,-0.11999787388888007,0.0216,0.0010714285714285715
