model,universe,target,strategy,gate,gross_sharpe,net_sharpe,ann_return,max_drawdown,daily_turnover,calmar,pct_days_invested,gross_pnl,spread_cost,impact_cost,borrow_cost,residual
lgbm,main_hk,gap,tercile_ls,gate_on,2.522318138448117,-8.749525519247204,-1.1495667995522465,-7.004752279427635,0.3125719962088072,-0.16411241307254035,71.98162729658793,1.6484691694790297,7.951397299856291,0.43155521294664245,0.21765873015873016,-3.3306690738754696e-16
lgbm,main_hk,gap,tercile_lo,gate_on,2.213916512514772,-14.700144822658368,-2.6272904684412977,-15.888851880573545,0.3125719962088072,-0.1653543307086616,71.98162729658793,0.8770531450323058,15.902794599712582,0.8631104258932849,0.0,-8.881784197001252e-16
lgbm,main_hk,gap,tercile_ls,gate_off,3.037844723885514,-10.52501560456553,-1.578969552265017,-9.595704994932829,0.42752989209682124,-0.16454961392610734,100.0,2.420199596822525,11.05364871309295,0.6131762712370584,0.3023809523809524,1.6653345369377348e-15
lgbm,main_hk,gap,tercile_lo,gate_off,2.4643402675782538,-21.233503753613466,-3.664693623794838,-22.13768606128999,0.42752989209682124,-0.1655409519156083,100.0,1.1709790057102833,22.1072974261859,1.2263525424741168,0.0,-6.661338147750939e-16
lgbm,main_hk,intraday,tercile_ls,gate_on,0.6060348216986455,-7.975298833053004,-1.8394114435629423,-11.137611194754031,0.43305394117401996,-0.16515313844222992,71.98162729658793,0.7928341032532162,11.121088805077306,0.5781462505168786,0.21765873015873016,1.1102230246251565e-16
lgbm,main_hk,intraday,tercile_lo,gate_on,0.7161822222281021,-18.54344303596481,-3.7847389347362195,-22.888659271976216,0.43305394117401996,-0.16535433070866118,71.98162729658793,0.5098108392121878,22.242177610154613,1.1562925010337572,0.0,-3.552713678800501e-15
lgbm,main_hk,intraday,tercile_ls,gate_off,0.3519157217565092,-10.321892005974366,-2.6394452438714735,-15.972050349966215,0.5973866547931509,-0.1652540022124997,100.0,0.5345503182274086,15.379228293015508,0.8153004048155776,0.3023809523809524,2.4424906541753444e-15
lgbm,main_hk,intraday,tercile_lo,gate_off,0.3848083168098213,-31.553103218064287,-5.30258395652224,-32.03844380360521,0.5973866547931509,-0.16550691378853905,100.0,0.3210496585990995,30.758456586031016,1.6306008096311553,0.0,8.881784197001252e-16
lgbm,main_hk,cc,tercile_ls,gate_on,1.0620816961541633,-4.897879078143285,-1.2292970176392415,-7.463068029604165,0.3197244875640545,-0.16471738067547032,71.98162729658793,1.528014097154943,8.303205994176954,0.44146943187562343,0.21765873015873016,6.106226635438361e-16
lgbm,main_hk,cc,tercile_lo,gate_on,0.8883931294084617,-12.719084981879234,-2.77438559614282,-16.778427176673233,0.3197244875640545,-0.16535433070866154,71.98162729658793,0.710923675431911,16.60641198835391,0.8829388637512469,0.0,9.992007221626409e-16
lgbm,main_hk,cc,tercile_ls,gate_off,0.9783751632698312,-6.167344744716551,-1.8406664987282304,-11.174262313623498,0.4494707692788402,-0.16472375957060867,100.0,1.7076884031836586,11.873827413283967,0.6631298155418477,0.3023809523809524,2.6645352591003757e-15
lgbm,main_hk,cc,tercile_lo,gate_off,0.7206502169255533,-17.916800743197733,-4.031023209711658,-24.35632990461584,0.4494707692788402,-0.1655020779197003,100.0,0.6958217132049331,23.747654826567935,1.3262596310836954,0.0,4.884981308350689e-15
lgbm,main_kr,gap,tercile_ls,gate_on,3.4573233012668165,-9.110326855976853,-1.0277770010748524,-6.220284562946086,0.3399029692857664,-0.16522990076648053,72.29152987524623,2.0380658304736654,7.550762467608924,0.5240667463449022,0.17476190476190476,1.4155343563970746e-15
lgbm,main_kr,gap,tercile_lo,gate_on,3.179279290429387,-17.674175197830365,-2.484256766508765,-15.014402684381881,0.3399029692857664,-0.1654582482387336,72.29152987524623,1.1356780493645973,15.101524935217848,1.0481334926898045,0.0,2.6645352591003757e-15
lgbm,main_kr,gap,tercile_ls,gate_off,3.768041986292051,-10.686655338757282,-1.4450645158366007,-8.788792074049066,0.475260815641643,-0.16442128834785916,100.0,2.869952008310807,10.58905722156798,0.7726140630092676,0.24174603174603176,7.216449660063518e-16
lgbm,main_kr,gap,tercile_lo,gate_off,3.378404143388021,-27.981134842575987,-3.503329534671784,-21.153666491441577,0.475260815641643,-0.16561334821503276,100.0,1.5504422465151033,21.17811444313596,1.5452281260185352,0.0,-6.661338147750939e-16
lgbm,main_kr,intraday,tercile_ls,gate_on,0.5035095466366438,-6.8656126172082725,-1.3648911192812017,-8.248925296290762,0.3796527321806376,-0.16546290216677595,72.29152987524623,0.5704409012295331,8.097542259817196,0.5470620329411866,0.17476190476190476,5.273559366969494e-16
lgbm,main_kr,intraday,tercile_lo,gate_on,0.12684001326447322,-16.169110239821094,-2.8480562187394662,-17.212657226746863,0.3796527321806376,-0.165462902166776,72.29152987524623,0.076551358769915,16.195084519634392,1.0941240658823732,0.0,-2.6645352591003757e-15
lgbm,main_kr,intraday,tercile_ls,gate_off,1.0013690746490898,-8.03846767690286,-1.7711359603231391,-10.716101583138082,0.509188735682498,-0.16527801146547952,100.0,1.3041769813056419,10.9816118409585,0.7849463608715093,0.24174603174603176,1.6653345369377348e-16
lgbm,main_kr,intraday,tercile_lo,gate_off,0.4820330600021927,-24.07767944042734,-3.838584131395451,-23.18925800612168,0.509188735682498,-0.1655328570833147,100.0,0.3340543714565587,21.963223681917,1.5698927217430185,0.0,-1.7763568394002505e-15
lgbm,main_kr,cc,tercile_ls,gate_on,0.17352482016602117,-6.688555018299767,-1.4180862380079995,-8.583488207931179,0.36931859633763775,-0.16521094963440178,72.29152987524623,0.2085680515033046,8.050186729212726,0.55403743533099,0.17476190476190476,1.8596235662471372e-15
lgbm,main_kr,cc,tercile_lo,gate_on,-0.18961817799934103,-14.991210236363548,-2.8696892694116904,-17.343399830611133,0.36931859633763775,-0.16546290216677606,72.29152987524623,-0.13495150152370156,16.10037345842545,1.10807487066198,0.0,3.552713678800501e-15
lgbm,main_kr,cc,tercile_ls,gate_off,0.589760267190641,-7.411434534793027,-1.8286723947977392,-11.10885975159242,0.494816517108047,-0.1646138699820749,100.0,0.857963106136277,10.882860290342489,0.7852141541944122,0.24174603174603176,1.4988010832439613e-15
lgbm,main_kr,cc,tercile_lo,gate_off,0.24459394442316668,-20.430150936390795,-3.8266705586836167,-23.123108996177372,0.494816517108047,-0.16549117851393721,100.0,0.20908833004543276,21.765720580684977,1.5704283083888244,0.0,8.881784197001252e-16
lgbm,control_hk,gap,tercile_ls,gate_on,1.9849953239832003,-8.603186879225388,-1.026309384161584,-6.215980387862211,0.2801509186351706,-0.1651082082185511,71.98162729658793,1.171233491278731,6.909991760539872,0.3373746730493907,0.13059523809523813,-3.0531133177191805e-16
lgbm,control_hk,gap,tercile_lo,gate_on,2.1417655947129233,-14.809930417828964,-2.273782027153836,-13.750967497549393,0.2801509186351706,-0.16535433070866135,71.98162729658793,0.7437653696291372,13.819983521079743,0.6747493460987815,0.0,-4.440892098500626e-16
lgbm,control_hk,gap,tercile_ls,gate_off,2.0670957081077557,-8.935068685504307,-1.28487371355711,-7.766136512114103,0.3448490813648294,-0.1654456770818906,100.0,1.592390578975285,8.747500106123516,0.4338886453161963,0.1814285714285715,6.661338147750939e-16
lgbm,control_hk,gap,tercile_lo,gate_off,2.2563776323418168,-19.07410207937905,-2.8683339052896817,-17.33012035390055,0.3448490813648294,-0.16551148213140343,100.0,1.0161867423180153,17.49500021224703,0.8677772906323926,0.0,-4.440892098500626e-16
lgbm,control_hk,intraday,tercile_ls,gate_on,0.5811455998568138,-5.861170873993476,-1.1460394412153116,-6.95564883451882,0.28137941090696994,-0.16476384424812507,71.98162729658793,0.646864248298586,7.110073830394449,0.3370051338253065,0.13059523809523813,-4.163336342344337e-16
lgbm,control_hk,intraday,tercile_lo,gate_on,0.5436844426870314,-13.361436117366674,-2.406954076091263,-14.556341317313832,0.28137941090696994,-0.16535433070866137,71.98162729658793,0.3378166111256836,14.220147660788898,0.674010267650613,0.0,-6.661338147750939e-16
lgbm,control_hk,intraday,tercile_ls,gate_off,0.45164684388843074,-7.270682053591219,-1.6992788228074969,-10.289015573722917,0.4019393409157189,-0.16515465552868627,100.0,0.6181507373636511,10.213353060832947,0.49996008112842266,0.1814285714285715,-1.0547118733938987e-15
lgbm,control_hk,intraday,tercile_lo,gate_off,0.3163872022334087,-19.34137062177407,-3.5032013364336154,-21.163561547774993,0.4019393409157189,-0.1655298579365022,100.0,0.24059915406230634,20.426706121665894,0.9999201622568453,0.0,-3.3306690738754696e-16
lgbm,control_hk,cc,tercile_ls,gate_on,0.3492517420322676,-4.736508271352761,-0.9918757644540384,-5.99848676598395,0.2402121609798775,-0.16535433070866132,71.98162729658793,0.41954720431677106,5.981785090441175,0.3056536417643041,0.13059523809523813,-3.0531133177191805e-16
lgbm,control_hk,cc,tercile_lo,gate_on,0.1641089426491254,-11.189300525828243,-2.060671776207009,-12.462157884680499,0.2402121609798775,-0.1653543307086612,71.98162729658793,0.11271957973047571,11.96357018088235,0.6113072835286082,0.0,-4.440892098500626e-16
lgbm,control_hk,cc,tercile_ls,gate_off,0.4915216559422589,-5.126966275407043,-1.264066373585499,-7.661411019889939,0.3047171186934966,-0.1649913273552132,100.0,0.7108564602951633,7.774173582511534,0.39984618470545663,0.1814285714285715,2.220446049250313e-16
lgbm,control_hk,cc,tercile_lo,gate_off,0.4207030746170569,-13.66342221833538,-2.6457555845881067,-15.987749551299274,0.3047171186934966,-0.16548642922499962,100.0,0.3475176657344784,15.548347165023069,0.7996923694109133,0.0,2.220446049250313e-15
lgbm,control_kr,gap,tercile_ls,gate_on,2.3174681354365374,-7.12264780527309,-0.6913895623478404,-4.141761751905482,0.22517475122405167,-0.16693127315441453,72.28514323784144,1.1612351613010468,4.862199146845728,0.3095547965351144,0.10763888888888891,2.914335439641036e-16
lgbm,control_kr,gap,tercile_lo,gate_on,1.6563811785275933,-13.494675034765702,-1.6507812462036626,-9.820556962411926,0.22517475122405167,-0.16809446271957992,72.28514323784144,0.510878321080345,9.724398293691456,0.6191095930702288,0.0,-4.440892098500626e-16
lgbm,control_kr,gap,tercile_ls,gate_off,2.7921425845320837,-8.104666251338706,-0.9038429803337393,-5.5424920430124525,0.29267578228271096,-0.16307519673812343,100.0,1.6697992427003294,6.486678735862688,0.41781619525408087,0.14890873015873018,0.0
lgbm,control_kr,gap,tercile_lo,gate_off,2.091285451299157,-18.181179442674456,-2.1889972827464654,-13.091862708349689,0.29267578228271096,-0.16720289018539533,100.0,0.7705576344460576,12.973357471725375,0.8356323905081617,0.0,2.220446049250313e-15
lgbm,control_kr,intraday,tercile_ls,gate_on,1.4114885835164763,-4.764495264345612,-0.9040234221297442,-5.369373502137961,0.31072618254497003,-0.1683666486918414,72.28514323784144,1.5340550422453147,6.3947309878103535,0.41636435846966807,0.10763888888888891,-2.0816681711721685e-16
lgbm,control_kr,intraday,tercile_lo,gate_on,1.0703818933865714,-14.488564747169677,-2.188521802625127,-13.009372891597494,0.31072618254497003,-0.1682265410378583,72.28514323784144,0.5865905904159336,12.789461975620707,0.8327287169393361,0.0,3.3306690738754696e-16
lgbm,control_kr,intraday,tercile_ls,gate_off,1.8425493640452013,-5.6219827474422654,-1.2307714222362685,-7.372956956486033,0.4159274769201485,-0.16693050420612476,100.0,2.341341130103436,8.936073603133458,0.5872631808455273,0.14890873015873018,-1.7763568394002505e-15
lgbm,control_kr,intraday,tercile_lo,gate_off,1.384462797992274,-20.60467130334157,-3.0472870234238707,-18.12617249326208,0.4159274769201485,-0.16811530534406083,100.0,0.8959679244689716,17.872147206266916,1.1745263616910546,0.0,-6.661338147750939e-15
lgbm,control_kr,cc,tercile_ls,gate_on,0.426578355581595,-5.391051210394731,-1.0510829707467857,-6.31190847837768,0.31476476000126896,-0.16652379773049886,72.28514323784144,0.45638585969172135,6.196924780256978,0.4124394091606378,0.10763888888888891,-3.7470027081099033e-16
