date,long_leg_return,short_leg_return,gross_return,turnover,cost_bps,net_return,cumulative_net
2020-02-03,-0.014582093408173638,-0.006112317801236712,-0.008469775606936927,1.0,25.11961981843067,-0.010981737588779994,-0.010981737588779994
2020-02-04,0.003339083350649167,0.0051036173958668,-0.001764534045217633,0.38888888888888884,17.67753112834376,-0.003532287158052009,-0.014514024746832003
2020-02-05,0.008801299507969844,0.0025960827858888666,0.006205216722080977,0.11111111111111116,6.711120135421111,0.005534104708538866,-0.008979920038293137
2020-02-06,0.007034788823927977,0.008177192793693132,-0.0011424039697651546,0.11111111111111116,5.828396583538357,-0.0017252436281189904,-0.010705163666412127
2020-02-07,-0.0014944441298608542,-0.003348215496691933,0.001853771366831079,0.16666666666666674,9.376319366621239,0.000916139430168955,-0.009789024236243171
2020-02-10,-0.007209534952295722,-0.005393810643361111,-0.0018157243089346117,0.9444444444444444,30.57154201353036,-0.004872878510287648,-0.014661902746530819
2020-02-11,0.003180832149172889,0.0018372503271292856,0.0013435818220436035,0.9444444444444444,31.792136115304437,-0.0018356317894868402,-0.01649753453601766
2020-02-12,-0.009216807613193777,-0.003612889408418975,-0.005603918204774802,0.33333333333333326,19.445390859213926,-0.007548457290696195,-0.024045991826713853
2020-02-13,0.000824975003526011,-0.0002578354983040112,0.0010828105018300222,0.2777777777777778,15.956789684545237,-0.0005128684666245015,-0.024558860293338355
2020-02-14,0.001751480611861678,-0.00047083756826467527,0.002222318180126353,0.38888888888888884,20.91939601822536,0.00013037857830381716,-0.024428481715034537
2020-02-17,0.01109230114099421,-0.0011707523235685554,0.012263053464562766,0.16666666666666674,7.7204719470232055,0.011491006269860446,-0.01293747544517409
2020-02-18,0.002379820194310711,-0.0037815800605905114,0.0061614002549012226,0.33333333333333337,18.13882783941433,0.00434751747095979,-0.008589957974214302
2020-02-19,0.0029099677895486,0.006146601909014156,-0.0032366341194655563,0.05555555555555558,3.630935940441817,-0.003599727713509738,-0.01218968568772404
2020-02-20,0.007388916777772812,0.003937730564379541,0.003451186213393271,0.33333333333333337,16.422169792866658,0.0018089692341066053,-0.010380716453617433
2020-02-21,-0.01677952719476059,-0.008402252244564944,-0.008377274950195645,0.22222222222222232,10.945359880606153,-0.00947181093825626,-0.019852527391873695
2020-02-24,0.0037399690910822903,-0.019839029504498198,0.023578998595580488,1.0,39.928823160370435,0.019586116279543445,-0.0002664111123302504
2020-02-25,-0.007840479552171544,-0.0028393005716627557,-0.005001178980508788,0.8888888888888888,29.29300949337008,-0.007930479929845797,-0.008196891042176047
2020-02-26,-0.022463450991649467,-0.014614814727783719,-0.007848636263865748,0.5,23.9999442379772,-0.010248630687663468,-0.018445521729839515
2020-02-27,-0.007236419099209155,-0.004329223002379444,-0.002907196096829711,0.16666666666666674,9.342004550568253,-0.003841396551886536,-0.02228691828172605
2020-02-28,-0.02187225788572999,-0.013347766160262054,-0.008524491725467934,0.22222222222222232,11.312643031905333,-0.009655756028658468,-0.03194267431038452
2020-03-02,0.004986568685584033,0.007198641732537877,-0.0022120730469538438,0.6111111111111112,25.726614820709283,-0.0047847345290247725,-0.036727408839409295
2020-03-03,0.02499071837934882,0.01762962210507256,0.007361096274276259,0.5,20.562463504352362,0.005304849923841023,-0.03142255891556827
2020-03-04,-0.004100307891684578,0.0005668364448885113,-0.004667144336573089,0.2222222222222222,10.624096711940428,-0.005729554007767132,-0.0371521129233354
2020-03-05,0.012797891147966032,0.007655836677006644,0.005142054470959388,0.2777777777777778,14.289548169044485,0.0037130996540549396,-0.03343901326928046
2020-03-06,-0.014861959006562512,-0.012371258409141144,-0.002490700597421368,0.2222222222222222,10.656850089083274,-0.0035563856063296952,-0.03699539887561016
2020-03-09,-0.021017076004349614,-0.016093131230068503,-0.004923944774281111,0.22222222222222232,11.709413118277299,-0.006094886086108841,-0.043090284961719
