date,gross_return,turnover,spread_cost,impact_cost,borrow_cost,net_return,cumulative_net,gate
2020-03-02,-0.001114163152990514,1.0,0.0020000000000000005,0.0013680422659585415,0.0,-0.0044822054189490555,-0.0044822054189490555,1
2020-03-03,-0.009099939888053112,0.25,0.0009000000000000002,0.0009203640621539843,0.0,-0.010920303950207096,-0.015402509369156152,1
2020-03-04,0.007285130279375586,0.1499999999999999,0.0005,0.0003106624729206975,0.0,0.006474467806454888,-0.008928041562701263,1
2020-03-05,0.003334655765460286,0.1499999999999999,0.0005,0.0003153186674094144,0.0,0.0025193370980508716,-0.006408704464650392,1
2020-03-06,-0.011446941419142913,0.1499999999999999,0.0005,0.00031297524427520695,0.0,-0.01225991666341812,-0.01866862112806851,1
2020-03-09,0.008830864630054419,0.0,0.0,0.0,0.0,0.008830864630054419,-0.009837756498014091,1
2020-03-10,-0.0063961455910450694,0.0,0.0,0.0,0.0,-0.0063961455910450694,-0.01623390208905916,1
2020-03-11,0.005689876851062713,0.0,0.0,0.0,0.0,0.005689876851062713,-0.010544025237996447,1
2020-03-12,0.010415743833987533,0.1499999999999999,0.0005,0.0003448543491676769,0.0,0.009570889484819857,-0.0009731357531765905,1
2020-03-13,0.019261225899639592,0.1499999999999999,0.0005,0.00036685430374017354,0.0,0.01839437159589942,0.01742123584272283,1
2020-03-16,-0.015415580018278092,0.1499999999999999,0.0005,0.0004065148101631367,0.0,-0.016322094828441228,0.0010991410142816016,1
2020-03-17,-0.005782915633552795,0.1499999999999999,0.0005,0.00040505420724141203,0.0,-0.006687969840794207,-0.005588828826512605,1
2020-03-18,-0.0012438393936759773,0.1499999999999999,0.0005,0.0004202832428206364,0.0,-0.0021641226364966138,-0.007752951463009219,1
2020-03-19,0.02594685390628139,0.6,0.0021000000000000003,0.0017455954064230944,0.0,0.022101258499858296,0.014348307036849077,1
2020-03-20,9.98888854114588e-06,0.6,0.0021000000000000003,0.002005612404236939,0.0,-0.004095623515695793,0.010252683521153284,1
2020-03-23,0.004373678834076786,0.0,0.0,0.0,0.0,0.004373678834076786,0.01462636235523007,1
2020-03-24,-1.0219071897465959e-05,0.55,0.0019000000000000006,0.002492767659451049,0.0,-0.004402986731348516,0.010223375623881554,1
2020-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.010223375623881554,0
2020-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.010223375623881554,0
2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.010223375623881554,0
2020-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.010223375623881554,0
2020-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.010223375623881554,0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.010223375623881554,0
2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.010223375623881554,0
2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.010223375623881554,0
2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.010223375623881554,0
2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.010223375623881554,0
2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.010223375623881554,0
2020-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.010223375623881554,0
2020-04-10,-0.006120691708964836,1.0,0.0020000000000000005,0.002913137070324863,0.0,-0.0110338287792897,-0.0008104531554081456,1
2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008104531554081456,0
2020-04-14,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008104531554081456,0
2020-04-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008104531554081456,0
2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008104531554081456,0
2020-04-20,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008104531554081456,0
2020-04-21,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008104531554081456,0
2020-04-22,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008104531554081456,0
2020-04-23,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008104531554081456,0
2020-04-24,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008104531554081456,0
2020-04-27,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008104531554081456,0
2020-04-28,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008104531554081456,0
2020-04-29,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008104531554081456,0
2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008104531554081456,0
2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008104531554081456,0
2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008104531554081456,0
2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008104531554081456,0
2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008104531554081456,0
2020-05-12,-0.00039857707802361947,1.0,0.002,0.0012449868651405996,0.0,-0.0036435639431642193,-0.004454017098572365,1
2020-05-13,0.008227443410498882,0.0,0.0,0.0,0.0,0.008227443410498882,0.0037734263119265175,1
2020-05-14,0.003178395347695269,0.0,0.0,0.0,0.0,0.003178395347695269,0.006951821659621786,1
2020-05-15,-0.001215339315264343,0.05555555555555558,0.0002222222222222222,0.0001428823123275948,0.0,-0.00158044384981416,0.0053713778098076264,1
2020-05-18,-0.002011474555523406,0.05555555555555558,0.0002222222222222222,0.000144664672870913,0.0,-0.0023783614506165413,0.002993016359191085,1
