date,market,ticker,btc_corr,adv_usd,rank
2022-09-01,HK,0290.HK,-0.08880045150058519,776970.0961538462,24
2022-09-01,HK,1357.HK,-0.12317222616247993,584318.2955128205,25
2022-10-03,HK,9999.HK,0.24409554590361102,94715945.88389987,1
2022-10-03,HK,3690.HK,0.22609766433419448,344703095.0807693,2
2022-10-03,HK,1833.HK,0.19814921863316182,13657052.915663693,3
2022-10-03,HK,6618.HK,0.1833188365455353,30542366.59583334,4
2022-10-03,HK,3888.HK,0.1746021567160915,9587324.573397437,5
2022-10-03,HK,9618.HK,0.1328789881269643,183558001.31666675,6
2022-10-03,HK,1024.HK,0.13067460999803288,119735311.3217949,7
2022-10-03,HK,2382.HK,0.12856874765765158,75995081.68397437,8
2022-10-03,HK,1347.HK,0.12832636441862963,16376151.733076924,9
2022-10-03,HK,1810.HK,0.10825492152957496,102644277.88519232,10
2022-10-03,HK,0700.HK,0.0791962237459419,743186320.2923077,11
2022-10-03,HK,0388.HK,0.07558424542944214,129213156.12820514,12
2022-10-03,HK,9888.HK,0.06419849776440349,94657499.32500002,13
2022-10-03,HK,0863.HK,0.05002631159822058,502052.0839743591,14
2022-10-03,HK,9961.HK,0.03460053669000036,29498172.289102565,15
2022-10-03,HK,2018.HK,0.03431615334859106,10154898.475384617,16
2022-10-03,HK,0772.HK,0.023600449121852937,11189014.933012823,17
2022-10-03,HK,1478.HK,-0.009477712689369193,642284.4241666667,18
2022-10-03,HK,3913.HK,-0.017065247425899037,2376187.6976282056,19
2022-10-03,HK,2400.HK,-0.02492312287521801,3267399.07673077,20
2022-10-03,HK,0285.HK,-0.02766630813188956,31392480.413333334,21
