date,market,ticker,adv_usd,rank
2022-12-01,HK,1368.HK,20970979.335238565,16
2022-12-01,HK,6030.HK,16032770.880256414,17
2022-12-01,HK,3908.HK,15095215.88641026,18
2022-12-01,HK,6186.HK,14795122.91038462,19
2022-12-01,HK,9698.HK,13469229.463076925,20
2022-12-01,HK,3738.HK,12031103.320000002,21
2022-12-01,HK,0586.HK,9456513.139358977,22
2022-12-01,HK,6881.HK,9246906.437948719,23
2022-12-01,HK,0656.HK,6071036.385769231,24
2022-12-01,HK,9966.HK,5449022.532564102,25
2022-12-01,HK,0412.HK,5254155.743653847,26
2022-12-01,HK,1071.HK,5042813.104166668,27
2022-12-01,HK,2689.HK,4668849.306558614,28
2022-12-01,HK,0152.HK,2926424.6658333335,29
2022-12-01,HK,0303.HK,1931672.9137820515,30
2023-01-03,HK,1299.HK,297075706.64583343,1
2023-01-03,HK,2269.HK,197706777.79294875,2
2023-01-03,HK,2331.HK,149040026.16923076,3
2023-01-03,HK,1928.HK,132500083.28429489,4
2023-01-03,HK,0175.HK,114870591.0417949,5
2023-01-03,HK,0981.HK,75662620.27807695,6
2023-01-03,HK,9922.HK,64736648.99474361,7
2023-01-03,HK,9926.HK,55625365.916987196,8
2023-01-03,HK,0688.HK,54678278.376474366,9
2023-01-03,HK,2013.HK,53172060.4423718,10
2023-01-03,HK,2319.HK,48527470.13621796,11
2023-01-03,HK,0992.HK,33838538.06583334,12
2023-01-03,HK,3319.HK,31806239.17615385,13
2023-01-03,HK,6186.HK,28502512.583333332,14
2023-01-03,HK,1177.HK,27285882.267371796,15
2023-01-03,HK,2618.HK,20925108.978461545,16
2023-01-03,HK,1368.HK,16890383.96147694,17
2023-01-03,HK,3908.HK,14056686.16923077,18
2023-01-03,HK,9698.HK,14015046.412051287,19
2023-01-03,HK,6030.HK,12674199.571794871,20
2023-01-03,HK,2689.HK,10962554.537744392,21
2023-01-03,HK,3738.HK,9179580.285256412,22
2023-01-03,HK,6881.HK,6244907.273589743,23
2023-01-03,HK,9966.HK,6145087.624615384,24
2023-01-03,HK,1071.HK,5709623.814166667,25
2023-01-03,HK,0412.HK,5211174.36673077,26
2023-01-03,HK,0586.HK,4899720.040897437,27
2023-01-03,HK,0152.HK,3868144.889358974,28
2023-01-03,HK,0656.HK,3445855.0176282055,29
2023-01-03,HK,0303.HK,1824144.8615384619,30
2023-02-01,HK,1299.HK,292932297.7939104,1
2023-02-01,HK,2269.HK,292449406.560577,2
2023-02-01,HK,2331.HK,145401631.7121795,3
2023-02-01,HK,0175.HK,106765393.16910256,4
2023-02-01,HK,1928.HK,100100765.53269233,5
2023-02-01,HK,2013.HK,62427301.90814103,6
2023-02-01,HK,0688.HK,50543331.81057692,7
2023-02-01,HK,2319.HK,48496351.85352565,8
2023-02-01,HK,0981.HK,45084100.769230776,9
2023-02-01,HK,9926.HK,43771765.57435898,10
2023-02-01,HK,9922.HK,38457969.79807693,11
2023-02-01,HK,0992.HK,28124746.078333337,12
2023-02-01,HK,1177.HK,24559792.71628205,13
2023-02-01,HK,6186.HK,23503070.295,14
2023-02-01,HK,1368.HK,20095494.525051832,15
2023-02-01,HK,3738.HK,18762256.70769231,16
2023-02-01,HK,3908.HK,18158125.16025641,17
2023-02-01,HK,2618.HK,16872053.261538465,18
2023-02-01,HK,6030.HK,15543226.860641027,19
2023-02-01,HK,2689.HK,14740567.050320515,20
2023-02-01,HK,9698.HK,12742487.092307692,21
2023-02-01,HK,3319.HK,12658778.902115386,22
2023-02-01,HK,0586.HK,12399392.44423077,23
2023-02-01,HK,9966.HK,10819617.586794872,24
2023-02-01,HK,1071.HK,6603403.876410258,25
2023-02-01,HK,6881.HK,6303819.260897437,26
2023-02-01,HK,0412.HK,5798822.406410256,27
2023-02-01,HK,0152.HK,4093380.360769231,28
2023-02-01,HK,0656.HK,3424186.5533974366,29
2023-02-01,HK,0303.HK,1618004.8233974362,30
2023-03-01,HK,1299.HK,200189918.12884617,1
2023-03-01,HK,2269.HK,158417695.8201923,2
2023-03-01,HK,2331.HK,82931269.29551283,3
2023-03-01,HK,0175.HK,79321765.7474359,4
2023-03-01,HK,1928.HK,56115351.75865386,5
2023-03-01,HK,0992.HK,52777885.34397437,6
2023-03-01,HK,0688.HK,50263175.60108976,7
2023-03-01,HK,0981.HK,45831163.85666667,8
2023-03-01,HK,9926.HK,38696345.904487185,9
2023-03-01,HK,2319.HK,38537020.029166676,10
2023-03-01,HK,2013.HK,30790133.26628205,11
2023-03-01,HK,9922.HK,25425911.41076923,12
2023-03-01,HK,3908.HK,24120778.5874359,13
2023-03-01,HK,9966.HK,23162725.00923077,14
2023-03-01,HK,1177.HK,18738321.506346155,15
2023-03-01,HK,6186.HK,17119594.358012825,16
2023-03-01,HK,6030.HK,16091561.918974364,17
2023-03-01,HK,2618.HK,13554922.000769233,18
2023-03-01,HK,3738.HK,12862826.771794874,19
2023-03-01,HK,2689.HK,12116059.959487181,20
2023-03-01,HK,9698.HK,10229909.401410256,21
2023-03-01,HK,1368.HK,9762500.287687365,22
2023-03-01,HK,1071.HK,9289662.111474361,23
2023-03-01,HK,3319.HK,7949775.5119871795,24
2023-03-01,HK,6881.HK,6734445.544038462,25
2023-03-01,HK,0586.HK,6283534.000641027,26
2023-03-01,HK,0152.HK,3952641.4025641037,27
2023-03-01,HK,0656.HK,3167262.2770512826,28
2023-03-01,HK,0303.HK,2855041.636538462,29
2023-03-01,HK,0412.HK,2557631.3683333336,30
2023-04-03,HK,1299.HK,272382165.4464744,1
2023-04-03,HK,2269.HK,170364823.0070513,2
2023-04-03,HK,2331.HK,118168809.27371797,3
2023-04-03,HK,0981.HK,117917690.16871795,4
2023-04-03,HK,0992.HK,98442653.40358976,5
2023-04-03,HK,0175.HK,78594416.3623718,6
2023-04-03,HK,1928.HK,46603551.94903847,7
2023-04-03,HK,0688.HK,44204862.2297436,8
2023-04-03,HK,2319.HK,39793092.21955128,9
2023-04-03,HK,2013.HK,35795966.01608975,10
2023-04-03,HK,9922.HK,30029634.85089745,11
2023-04-03,HK,9926.HK,29003628.08814103,12
2023-04-03,HK,1177.HK,19399845.271923076,13
2023-04-03,HK,3908.HK,15161440.711923078,14
2023-04-03,HK,2618.HK,15075314.126794875,15
2023-04-03,HK,6030.HK,15027669.728717953,16
2023-04-03,HK,6186.HK,14799487.769358978,17
2023-04-03,HK,1368.HK,13243259.333075102,18
2023-04-03,HK,9966.HK,11094322.910256412,19
2023-04-03,HK,9698.HK,10555104.023333335,20
2023-04-03,HK,2689.HK,9424849.315833334,21
2023-04-03,HK,6881.HK,8754395.865448719,22
2023-04-03,HK,3319.HK,8007088.178397437,23
2023-04-03,HK,3738.HK,6915125.81974359,24
2023-04-03,HK,1071.HK,6904591.691858975,25
2023-04-03,HK,0586.HK,4757349.116666667,26
2023-04-03,HK,0152.HK,2919446.8905128213,27
2023-04-03,HK,0656.HK,2854326.583461539,28
2023-04-03,HK,0303.HK,2593689.0051282058,29
2023-04-03,HK,0412.HK,2192382.6998076923,30
2023-05-02,HK,0981.HK,286178665.9738462,1
2023-05-02,HK,1299.HK,199487687.86858976,2
2023-05-02,HK,2269.HK,150123453.27724358,3
2023-05-02,HK,2331.HK,87235081.73621796,4
2023-05-02,HK,0992.HK,64813855.846730754,5
2023-05-02,HK,0175.HK,61013691.15756412,6
2023-05-02,HK,1928.HK,59390005.18878206,7
2023-05-02,HK,0688.HK,55793178.88173078,8
2023-05-02,HK,2319.HK,43173766.80128206,9
2023-05-02,HK,9926.HK,26982793.666025646,10
2023-05-02,HK,2013.HK,26630261.876538467,11
2023-05-02,HK,1177.HK,25424209.87333334,12
2023-05-02,HK,6030.HK,17944062.44910257,13
2023-05-02,HK,9922.HK,17244580.710512824,14
2023-05-02,HK,1368.HK,14316533.12084492,15
2023-05-02,HK,3908.HK,13759927.453076923,16
2023-05-02,HK,2618.HK,13641831.27923077,17
2023-05-02,HK,6186.HK,12107916.995641029,18
2023-05-02,HK,9966.HK,11144501.174615387,19
2023-05-02,HK,2689.HK,9554199.25121795,20
2023-05-02,HK,1071.HK,9325396.814038463,21
2023-05-02,HK,6881.HK,8152126.482820514,22
2023-05-02,HK,9698.HK,7288457.367564103,23
2023-05-02,HK,3319.HK,7214329.092179489,24
2023-05-02,HK,3738.HK,5910244.102564103,25
2023-05-02,HK,0586.HK,5718648.303461539,26
2023-05-02,HK,0152.HK,4264372.555320513,27
2023-05-02,HK,0656.HK,3658282.5855128216,28
2023-05-02,HK,0412.HK,1996080.8664743595,29
2023-05-02,HK,0303.HK,1873093.2849358977,30
2023-06-01,HK,1299.HK,176542517.52660263,1
2023-06-01,HK,2331.HK,110957095.26314104,2
2023-06-01,HK,0981.HK,106167490.48012821,3
2023-06-01,HK,2269.HK,95732774.2173077,4
2023-06-01,HK,1928.HK,50067169.40769231,5
2023-06-01,HK,0175.HK,49365045.78891026,6
2023-06-01,HK,0688.HK,42827936.91948718,7
2023-06-01,HK,0992.HK,41625753.450641036,8
2023-06-01,HK,2319.HK,40216614.31762822,9
2023-06-01,HK,6030.HK,30779075.52641026,10
2023-06-01,HK,2618.HK,27197989.3948718,11
2023-06-01,HK,9926.HK,26961898.684935898,12
2023-06-01,HK,6881.HK,21807572.708717953,13
2023-06-01,HK,3908.HK,21354110.10846154,14
2023-06-01,HK,9922.HK,20253075.855641026,15
2023-06-01,HK,1177.HK,16320335.07820513,16
2023-06-01,HK,9966.HK,14938267.759487182,17
2023-06-01,HK,2013.HK,14534408.930512821,18
2023-06-01,HK,2689.HK,11527788.587628206,19
2023-06-01,HK,1071.HK,10989255.692435898,20
2023-06-01,HK,1368.HK,10449425.82333221,21
2023-06-01,HK,6186.HK,9248897.991858976,22
2023-06-01,HK,0586.HK,7846188.163461539,23
2023-06-01,HK,9698.HK,7391326.543012822,24
2023-06-01,HK,0152.HK,4869696.554166668,25
2023-06-01,HK,3319.HK,3218157.9675000007,26
2023-06-01,HK,3738.HK,3021152.770384616,27
2023-06-01,HK,0412.HK,2947091.3896153844,28
2023-06-01,HK,0303.HK,2377770.8435897436,29
2023-06-01,HK,0656.HK,2341858.153012821,30
2023-07-03,HK,1299.HK,193959669.74519232,1
2023-07-03,HK,2269.HK,128308680.36346157,2
2023-07-03,HK,2331.HK,108098347.19871795,3
2023-07-03,HK,0981.HK,91503564.34121796,4
2023-07-03,HK,0992.HK,50210581.21371795,5
2023-07-03,HK,1928.HK,41153971.6974359,6
2023-07-03,HK,0688.HK,40028922.04384616,7
2023-07-03,HK,0175.HK,38367626.17474359,8
2023-07-03,HK,2319.HK,32682065.433974363,9
2023-07-03,HK,9922.HK,27672901.37166667,10
2023-07-03,HK,1177.HK,18175277.828397434,11
2023-07-03,HK,9926.HK,16677608.669551283,12
2023-07-03,HK,2013.HK,12371123.626153849,13
2023-07-03,HK,3908.HK,11938571.144487182,14
2023-07-03,HK,6030.HK,11458300.605,15
2023-07-03,HK,6186.HK,10593707.400064101,16
2023-07-03,HK,2618.HK,10569243.989871796,17
2023-07-03,HK,1071.HK,9068488.096474359,18
2023-07-03,HK,2689.HK,8289006.905705129,19
2023-07-03,HK,6881.HK,8238523.690192307,20
2023-07-03,HK,1368.HK,6682965.741607579,21
2023-07-03,HK,9698.HK,5715099.427179487,22
2023-07-03,HK,3319.HK,5120377.697628207,23
2023-07-03,HK,9966.HK,4730652.443974359,24
2023-07-03,HK,0586.HK,4201028.280769231,25
2023-07-03,HK,0412.HK,4080732.8746794886,26
2023-07-03,HK,3738.HK,3345072.8899358977,27
2023-07-03,HK,0152.HK,2043226.1574358977,28
2023-07-03,HK,0656.HK,2038336.3678846161,29
2023-07-03,HK,0303.HK,1868806.9746794875,30
2023-08-01,HK,1299.HK,195594472.55480772,1
2023-08-01,HK,2331.HK,94969975.56346156,2
2023-08-01,HK,2269.HK,92367374.02147438,3
2023-08-01,HK,0175.HK,64891291.89794872,4
2023-08-01,HK,0981.HK,60360814.12237181,5
2023-08-01,HK,1928.HK,47729280.54006411,6
2023-08-01,HK,2319.HK,46111392.14391027,7
2023-08-01,HK,0688.HK,45337752.07000001,8
2023-08-01,HK,0992.HK,42638078.74647437,9
2023-08-01,HK,9926.HK,24604434.4423077,10
2023-08-01,HK,9922.HK,20207601.735769235,11
2023-08-01,HK,6030.HK,18922251.04589744,12
2023-08-01,HK,1177.HK,17077732.28294872,13
2023-08-01,HK,3908.HK,16241536.248846155,14
2023-08-01,HK,2013.HK,12459787.394807693,15
2023-08-01,HK,6881.HK,11226816.357628208,16
2023-08-01,HK,2618.HK,9557396.358333336,17
2023-08-01,HK,6186.HK,8316968.391730769,18
2023-08-01,HK,1071.HK,7897623.32871795,19
2023-08-01,HK,9966.HK,6915507.364358975,20
2023-08-01,HK,1368.HK,6840267.419621709,21
2023-08-01,HK,3319.HK,4843089.346025642,22
2023-08-01,HK,0586.HK,4381714.741666667,23
2023-08-01,HK,9698.HK,4086995.202435898,24
2023-08-01,HK,2689.HK,4040741.995320513,25
2023-08-01,HK,0412.HK,3684174.75724359,26
2023-08-01,HK,0152.HK,2710905.7167307693,27
2023-08-01,HK,3738.HK,2587339.166666667,28
2023-08-01,HK,0303.HK,2203594.910897436,29
2023-08-01,HK,0656.HK,1475997.9476282052,30
2023-09-04,HK,1299.HK,273199230.4586539,1
2023-09-04,HK,2269.HK,111264702.47756413,2
2023-09-04,HK,2331.HK,83291232.73621795,3
2023-09-04,HK,0981.HK,62512185.80128206,4
2023-09-04,HK,0992.HK,50487520.38160257,5
2023-09-04,HK,0688.HK,50179757.94538462,6
2023-09-04,HK,3908.HK,41165418.24371795,7
2023-09-04,HK,0175.HK,40487042.55480769,8
2023-09-04,HK,6030.HK,38801301.80076924,9
2023-09-04,HK,1928.HK,37018551.59903847,10
2023-09-04,HK,2319.HK,32816313.295512825,11
2023-09-04,HK,9926.HK,25346145.681089748,12
2023-09-04,HK,9922.HK,20642126.19974359,13
2023-09-04,HK,1177.HK,20479282.134999998,14
2023-09-04,HK,2013.HK,13676759.739423081,15
2023-09-04,HK,6186.HK,12897768.657371795,16
2023-09-04,HK,6881.HK,12524364.386794874,17
2023-09-04,HK,2618.HK,11833917.694487182,18
2023-09-04,HK,3319.HK,6456857.86846154,19
2023-09-04,HK,1368.HK,5685712.990907447,20
2023-09-04,HK,9966.HK,5256481.049551283,21
2023-09-04,HK,1071.HK,4336694.244807693,22
2023-09-04,HK,0586.HK,4240953.730769232,23
2023-09-04,HK,2689.HK,4159838.3225000002,24
2023-09-04,HK,9698.HK,3372076.951666667,25
2023-09-04,HK,3738.HK,3208666.0264102565,26
2023-09-04,HK,0412.HK,2529284.068846154,27
2023-09-04,HK,0152.HK,2365860.99673077,28
2023-09-04,HK,0656.HK,1951028.858717949,29
2023-09-04,HK,1070.HK,1679920.5571153848,30
2023-10-03,HK,1299.HK,279127497.9743589,1
2023-10-03,HK,0981.HK,124258491.77903846,2
2023-10-03,HK,2269.HK,85881327.31346156,3
2023-10-03,HK,2331.HK,77161820.50993592,4
2023-10-03,HK,0992.HK,43701339.7375641,5
2023-10-03,HK,1928.HK,40064400.866666675,6
2023-10-03,HK,2319.HK,38427938.71698718,7
2023-10-03,HK,0688.HK,34290514.89230769,8
2023-10-03,HK,0175.HK,33893483.207756415,9
2023-10-03,HK,6030.HK,19263075.445256416,10
2023-10-03,HK,3908.HK,17914223.093205128,11
2023-10-03,HK,9926.HK,15632498.571153846,12
2023-10-03,HK,1177.HK,14547209.408782054,13
2023-10-03,HK,9922.HK,11400520.388846157,14
2023-10-03,HK,2618.HK,9615695.934871797,15
2023-10-03,HK,6881.HK,7940936.699807691,16
2023-10-03,HK,6186.HK,7600176.236025642,17
2023-10-03,HK,2013.HK,7177074.097564103,18
2023-10-03,HK,0586.HK,6129794.022179488,19
2023-10-03,HK,1071.HK,5169972.696346154,20
2023-10-03,HK,3319.HK,4585175.620448718,21
2023-10-03,HK,2689.HK,4128902.738205129,22
2023-10-03,HK,0152.HK,3602027.8354487186,23
2023-10-03,HK,9966.HK,3503705.6574358977,24
2023-10-03,HK,1368.HK,3493900.4931714395,25
2023-10-03,HK,9698.HK,3094982.3797435905,26
2023-10-03,HK,3738.HK,1827824.6794871795,27
2023-10-03,HK,2727.HK,1746517.2015384617,28
2023-10-03,HK,0412.HK,1694513.1767948722,29
2023-10-03,HK,0656.HK,1660788.8620512825,30
2023-11-01,HK,1299.HK,227548498.2211539,1
2023-11-01,HK,2269.HK,122209163.51730768,2
2023-11-01,HK,0981.HK,113086411.12775643,3
2023-11-01,HK,2331.HK,102863204.23205128,4
2023-11-01,HK,0992.HK,49513850.325769246,5
2023-11-01,HK,1928.HK,44859721.48878206,6
2023-11-01,HK,0175.HK,33990867.63076924,7
2023-11-01,HK,0688.HK,25814548.459871795,8
2023-11-01,HK,2319.HK,24758894.38076923,9
2023-11-01,HK,9926.HK,18556688.46570513,10
2023-11-01,HK,1177.HK,16850476.4299359,11
2023-11-01,HK,3908.HK,11141541.871025642,12
2023-11-01,HK,9922.HK,10992090.356987182,13
2023-11-01,HK,6030.HK,10275922.34615385,14
2023-11-01,HK,6881.HK,9077327.609102564,15
2023-11-01,HK,6186.HK,7504919.272500001,16
2023-11-01,HK,0586.HK,6297197.259423078,17
2023-11-01,HK,1368.HK,5781173.874702394,18
2023-11-01,HK,2618.HK,5705486.75320513,19
2023-11-01,HK,9966.HK,4692762.499487179,20
2023-11-01,HK,3319.HK,4631763.808461538,21
2023-11-01,HK,2013.HK,3827641.613333334,22
2023-11-01,HK,1071.HK,3694733.5891666673,23
2023-11-01,HK,0412.HK,2909697.3861538465,24
2023-11-01,HK,2689.HK,2810241.272820513,25
2023-11-01,HK,0152.HK,2759059.2555769235,26
2023-11-01,HK,9698.HK,2519657.4870512825,27
2023-11-01,HK,0303.HK,1378127.069871795,28
2023-11-01,HK,0656.HK,1324956.9057051283,29
2023-11-01,HK,3738.HK,946014.326923077,30
2023-12-01,HK,1299.HK,198654411.40993592,1
2023-12-01,HK,2269.HK,131882224.95384617,2
2023-12-01,HK,0981.HK,124097216.59294872,3
2023-12-01,HK,2331.HK,72263138.97628206,4
2023-12-01,HK,0992.HK,60350573.171923086,5
2023-12-01,HK,1177.HK,45641130.77858975,6
2023-12-01,HK,0175.HK,45404463.206025645,7
2023-12-01,HK,9926.HK,32376426.77307693,8
2023-12-01,HK,1928.HK,31192544.14403847,9
2023-12-01,HK,0688.HK,29245842.369743593,10
2023-12-01,HK,2319.HK,27995150.464102574,11
2023-12-01,HK,9922.HK,19185115.16455128,12
2023-12-01,HK,9966.HK,17495525.39826923,13
2023-12-01,HK,6030.HK,17403688.96115385,14
2023-12-01,HK,3908.HK,16182939.225641027,15
2023-12-01,HK,0586.HK,14129124.137243593,16
2023-12-01,HK,1368.HK,11277451.645355979,17
2023-12-01,HK,6881.HK,11127847.566538464,18
2023-12-01,HK,0152.HK,10852499.112243589,19
2023-12-01,HK,2618.HK,8209527.537179487,20
2023-12-01,HK,2013.HK,8010551.639038463,21
2023-12-01,HK,6186.HK,6380841.000064103,22
2023-12-01,HK,3319.HK,4449576.026987181,23
2023-12-01,HK,1071.HK,3928444.9131410257,24
2023-12-01,HK,2689.HK,3808312.400833334,25
2023-12-01,HK,9698.HK,3487934.71448718,26
2023-12-01,HK,0412.HK,2605487.6399358977,27
2023-12-01,HK,3738.HK,2514513.481858975,28
2023-12-01,HK,0656.HK,1963950.1660256411,29
2023-12-01,HK,0303.HK,1149689.181089744,30
2024-01-02,HK,1299.HK,251753936.31282052,1
2024-01-02,HK,2269.HK,181247553.27339745,2
2024-01-02,HK,2331.HK,88793468.13397437,3
2024-01-02,HK,0992.HK,68116023.47942308,4
2024-01-02,HK,0981.HK,65435817.377051294,5
2024-01-02,HK,2319.HK,46959665.49288462,6
2024-01-02,HK,0175.HK,44639624.22153846,7
2024-01-02,HK,1928.HK,37983930.44570514,8
2024-01-02,HK,1177.HK,29982552.29519231,9
2024-01-02,HK,0688.HK,26770508.256282054,10
2024-01-02,HK,9926.HK,24100509.58141026,11
2024-01-02,HK,3908.HK,16045359.87538462,12
2024-01-02,HK,0586.HK,15295613.52032051,13
2024-01-02,HK,9922.HK,14043353.8448718,14
2024-01-02,HK,6030.HK,12222775.456666667,15
2024-01-02,HK,0152.HK,11938253.59891026,16
2024-01-02,HK,6881.HK,8597457.535897437,17
2024-01-02,HK,6186.HK,6815299.450705129,18
2024-01-02,HK,2618.HK,6430797.315448719,19
2024-01-02,HK,2013.HK,6101776.258397437,20
2024-01-02,HK,9698.HK,5753817.759230769,21
2024-01-02,HK,1368.HK,5480086.490903245,22
2024-01-02,HK,3319.HK,4899019.833141026,23
2024-01-02,HK,1071.HK,4316093.560256411,24
2024-01-02,HK,9966.HK,2858288.455641026,25
2024-01-02,HK,2689.HK,2791721.115320514,26
2024-01-02,HK,3738.HK,2621821.8501282055,27
2024-01-02,HK,0412.HK,2569470.26448718,28
2024-01-02,HK,0656.HK,2105555.8283333336,29
2024-01-02,HK,0303.HK,1495985.27724359,30
2024-02-01,HK,1299.HK,227182352.86506408,1
2024-02-01,HK,2269.HK,199859944.8407052,2
2024-02-01,HK,0992.HK,87503367.0294872,3
2024-02-01,HK,0981.HK,69208041.16499999,4
2024-02-01,HK,2331.HK,56574429.076923095,5
2024-02-01,HK,2319.HK,43420185.60653846,6
2024-02-01,HK,0175.HK,33961166.85955129,7
2024-02-01,HK,1928.HK,33616705.27948718,8
2024-02-01,HK,0688.HK,32893529.751666665,9
2024-02-01,HK,9926.HK,27868491.6298077,10
2024-02-01,HK,1177.HK,23810423.528076924,11
2024-02-01,HK,6030.HK,21932233.97589744,12
2024-02-01,HK,3908.HK,15876109.549935898,13
2024-02-01,HK,6881.HK,9903176.507884616,14
2024-02-01,HK,1071.HK,9005365.333141025,15
2024-02-01,HK,9922.HK,7606172.02628205,16
2024-02-01,HK,2013.HK,7495449.130705128,17
2024-02-01,HK,1368.HK,7204540.0552545665,18
2024-02-01,HK,0586.HK,6639153.615256412,19
2024-02-01,HK,6186.HK,6321195.011153847,20
2024-02-01,HK,2618.HK,5946413.78596154,21
2024-02-01,HK,2689.HK,5875188.940384617,22
2024-02-01,HK,9698.HK,5660247.340961539,23
2024-02-01,HK,0152.HK,5611957.360769231,24
2024-02-01,HK,3319.HK,3675355.3468589745,25
2024-02-01,HK,9966.HK,3041676.2820512825,26
2024-02-01,HK,0412.HK,2730599.853141026,27
2024-02-01,HK,3738.HK,1864323.4211538464,28
2024-02-01,HK,0303.HK,1425398.540705128,29
2024-02-01,HK,0656.HK,1361139.9865384619,30
2024-03-01,HK,1299.HK,209156396.73429486,1
2024-03-01,HK,2269.HK,154968278.1164103,2
2024-03-01,HK,0981.HK,93014436.96474361,3
2024-03-01,HK,0992.HK,83362303.02108976,4
2024-03-01,HK,2331.HK,62978834.831025645,5
2024-03-01,HK,1928.HK,47933782.50160257,6
2024-03-01,HK,2319.HK,45888198.888076924,7
2024-03-01,HK,0175.HK,36480742.66858975,8
2024-03-01,HK,0688.HK,24358522.31371795,9
2024-03-01,HK,9926.HK,19469718.746794872,10
2024-03-01,HK,3908.HK,19060514.66570513,11
2024-03-01,HK,6030.HK,18694235.4224359,12
2024-03-01,HK,1177.HK,16336552.096410256,13
2024-03-01,HK,9922.HK,10502819.389807694,14
2024-03-01,HK,9698.HK,9642414.775897438,15
2024-03-01,HK,6881.HK,9348097.662371797,16
2024-03-01,HK,0586.HK,9023985.299551284,17
2024-03-01,HK,2689.HK,8152956.384038463,18
2024-03-01,HK,1368.HK,7430282.7101954045,19
2024-03-01,HK,1071.HK,7421732.720192308,20
2024-03-01,HK,2618.HK,5650284.177820513,21
2024-03-01,HK,2013.HK,5644338.609551283,22
2024-03-01,HK,6186.HK,5310782.6978205135,23
2024-03-01,HK,3319.HK,4690582.971410258,24
2024-03-01,HK,3738.HK,4475798.85051282,25
2024-03-01,HK,0152.HK,3674423.0800000005,26
2024-03-01,HK,0412.HK,2960031.6907051285,27
2024-03-01,HK,0303.HK,1863719.8705128208,28
2024-03-01,HK,9966.HK,1749114.2948717952,29
2024-03-01,HK,0656.HK,1411355.6831410255,30
2024-04-02,HK,1299.HK,321297368.18333346,1
2024-04-02,HK,2269.HK,164662030.9578846,2
2024-04-02,HK,2331.HK,85877050.66320513,3
2024-04-02,HK,0981.HK,77145824.96064104,4
2024-04-02,HK,0992.HK,66982530.82391028,5
2024-04-02,HK,0175.HK,49898637.18102565,6
2024-04-02,HK,1928.HK,48672191.81282051,7
2024-04-02,HK,2319.HK,44346227.083910264,8
2024-04-02,HK,9926.HK,35951743.00224359,9
2024-04-02,HK,0688.HK,34322808.82858975,10
2024-04-02,HK,1177.HK,19009450.814807694,11
2024-04-02,HK,3908.HK,18586246.56019231,12
2024-04-02,HK,6030.HK,18498891.8774359,13
2024-04-02,HK,0586.HK,15765609.341666669,14
2024-04-02,HK,9922.HK,12692163.634294875,15
2024-04-02,HK,9698.HK,10606492.070705129,16
2024-04-02,HK,2618.HK,10415803.315384617,17
2024-04-02,HK,1368.HK,10415487.689270522,18
2024-04-02,HK,6186.HK,10353830.234102566,19
2024-04-02,HK,1071.HK,8849139.245384617,20
2024-04-02,HK,6881.HK,8840438.867243592,21
2024-04-02,HK,2013.HK,6245854.833782051,22
2024-04-02,HK,3319.HK,5344812.888012822,23
2024-04-02,HK,0152.HK,4675419.9799358975,24
2024-04-02,HK,2689.HK,3864992.2735897438,25
2024-04-02,HK,0303.HK,3442913.026282052,26
2024-04-02,HK,3738.HK,3338650.090064103,27
2024-04-02,HK,0412.HK,2867943.0112820514,28
2024-04-02,HK,9966.HK,1841535.0307051286,29
2024-04-02,HK,0656.HK,1228082.6267948719,30
2024-05-02,HK,1299.HK,365060380.6131411,1
2024-05-02,HK,2269.HK,70033771.51320514,2
2024-05-02,HK,2331.HK,55419059.913012825,3
2024-05-02,HK,0981.HK,55019524.079230785,4
2024-05-02,HK,1928.HK,53418991.99826924,5
2024-05-02,HK,0992.HK,52475010.93865385,6
2024-05-02,HK,0688.HK,49522204.25205129,7
2024-05-02,HK,0175.HK,48257992.84243591,8
2024-05-02,HK,2319.HK,45040152.12269232,9
2024-05-02,HK,1177.HK,23847050.5849359,10
2024-05-02,HK,6030.HK,23579062.995128207,11
2024-05-02,HK,9926.HK,23496423.269551285,12
2024-05-02,HK,3908.HK,21316632.34115385,13
2024-05-02,HK,6881.HK,14205876.612564106,14
2024-05-02,HK,2013.HK,12232594.255833335,15
2024-05-02,HK,1071.HK,12126704.090064103,16
2024-05-02,HK,6186.HK,11728150.77346154,17
2024-05-02,HK,0586.HK,8582790.859871795,18
2024-05-02,HK,9922.HK,7790167.95525641,19
2024-05-02,HK,1070.HK,7600704.747115386,20
2024-05-02,HK,2618.HK,6752446.582179489,21
2024-05-02,HK,3319.HK,6122799.142115386,22
2024-05-02,HK,1368.HK,5851420.956072793,23
2024-05-02,HK,0152.HK,4691371.218141026,24
2024-05-02,HK,9698.HK,3622552.5176282055,25
2024-05-02,HK,0412.HK,3299855.4903205135,26
2024-05-02,HK,2689.HK,2647036.447435898,27
2024-05-02,HK,3738.HK,1872176.6980128207,28
2024-05-02,HK,0303.HK,1667158.1471153852,29
2024-05-02,HK,0656.HK,1566028.308333333,30
2024-06-03,HK,1299.HK,306755236.6439103,1
2024-06-03,HK,2269.HK,137046958.6969231,2
2024-06-03,HK,0992.HK,104666620.5719872,3
2024-06-03,HK,9926.HK,88399311.94615385,4
2024-06-03,HK,0981.HK,82222112.46166667,5
2024-06-03,HK,2331.HK,64798682.48108973,6
2024-06-03,HK,0688.HK,62591850.17641026,7
2024-06-03,HK,0175.HK,55798081.87051283,8
2024-06-03,HK,1928.HK,53782944.955576934,9
2024-06-03,HK,2319.HK,51946426.50935898,10
