fold_id,fold_date,n_train,n_test,train_ic,oos_ic,oos_dir,best_val_loss,epochs_run,overfit_flag
0,2020-02-03,6481,539,0.1656531082146191,0.03135252236932925,0.4675324675324675,0.9680990974108378,15,
1,2020-03-02,7020,594,0.1501405751424845,0.1458052905084658,0.5387205387205387,0.8007137874762217,12,
2,2020-04-01,7614,559,0.2372726066787057,-0.027896599292261043,0.4883720930232558,0.8577219744523367,15,OVERFIT_FLAG
3,2020-05-04,8173,532,0.19881190716392086,0.12785673499446612,0.5469924812030075,0.8227647713252476,15,
4,2020-06-01,8705,658,0.24938517011340788,0.2236745449460078,0.5273556231003039,0.9964300649506705,15,
5,2020-07-01,9363,646,0.24734089893291528,-0.017814533246244484,0.521671826625387,0.8575546517968178,15,OVERFIT_FLAG
6,2020-08-03,10009,579,0.209149774234288,0.2887441550396699,0.6010362694300518,0.761806171387434,15,
7,2020-09-01,10588,609,0.20749369510538665,0.016315598678952367,0.5336617405582923,0.786067333486345,15,
8,2020-10-05,11197,569,0.24403802575010605,-0.2107072018885742,0.4710017574692443,0.8696149057812161,15,OVERFIT_FLAG
9,2020-11-02,11766,630,0.24866008210621962,0.1515331982641101,0.46825396825396826,1.0399783730506897,15,
10,2020-12-01,12396,630,0.25878025324311554,-0.051321195375055396,0.5507936507936508,0.8456713497638703,15,OVERFIT_FLAG
11,2021-01-04,13026,600,0.26754478192764264,0.08169576258224327,0.5016666666666667,0.8427715735001997,15,
12,2021-02-01,13626,540,0.27284630123181924,0.014789419009798245,0.48703703703703705,0.81909118457274,15,OVERFIT_FLAG
13,2021-03-02,14166,660,0.27093381039763403,-0.15914653748797147,0.45606060606060606,0.9856526652971903,15,OVERFIT_FLAG
14,2021-04-01,14826,654,0.27293851617910686,-0.039562652909460636,0.481651376146789,0.8192358414332072,15,OVERFIT_FLAG
15,2021-05-03,15480,570,0.24883875363874428,-0.014867304783675414,0.4543859649122807,0.8674937853446374,15,OVERFIT_FLAG
16,2021-06-01,16050,660,0.2516526190624313,-0.012701795934014071,0.44242424242424244,1.0724772994334881,15,OVERFIT_FLAG
17,2021-07-01,16710,660,0.2115164795953766,-0.046319001392619,0.44393939393939397,1.0107318886688776,15,OVERFIT_FLAG
18,2021-08-02,17370,630,0.2568628814078067,0.13012978569114664,0.5174603174603175,1.0230857346739088,15,
19,2021-09-01,18000,570,0.22415767702999745,0.10872944117387898,0.48771929824561405,0.7864860584338506,15,
20,2021-10-01,18570,569,0.24081946532941154,0.17322806333786878,0.5641476274165202,0.8619640409946442,15,
21,2021-11-01,19139,639,0.22866917533952305,-0.05086518659463382,0.4522691705790297,0.8113114953041076,15,OVERFIT_FLAG
22,2021-12-01,19778,659,0.24229375738981923,-0.0019320215260913882,0.4795144157814871,0.9798628278076649,15,OVERFIT_FLAG
23,2022-01-03,20437,600,0.2347904210539612,0.0698763223084588,0.5316666666666666,0.854326456785202,15,
24,2022-02-03,21037,540,0.25594028386161105,-0.09148404283519454,0.48148148148148145,0.9457264752948985,15,OVERFIT_FLAG
25,2022-03-02,21577,630,0.25131193895464127,0.06816750672463831,0.45396825396825397,0.9461770829032449,15,
26,2022-04-01,22207,627,0.23564582965774467,0.08412882107239535,0.49282296650717705,0.9793225626150767,15,
27,2022-05-02,22834,630,0.2672636857307538,0.031656267133417286,0.4666666666666667,1.0952904621760051,15,OVERFIT_FLAG
28,2022-06-02,23464,600,0.2620755553091159,0.49542406825065133,0.65,1.0116028017119358,15,
29,2022-07-01,24064,630,0.2411091800425552,-0.011725381521674917,0.49682539682539684,0.9835206489813956,15,OVERFIT_FLAG
30,2022-08-01,24694,660,0.24599260183207663,0.12536970875243786,0.49242424242424243,0.9323205053806305,15,
31,2022-09-01,25354,600,0.2513138930055832,0.2899153928839371,0.585,0.8889292687177658,15,
32,2022-10-04,25954,555,0.2546189104249302,-9.631001045854477e-05,0.4720720720720721,0.8000835946628025,15,OVERFIT_FLAG
33,2022-11-01,26509,660,0.26292467078614906,0.1231244719072877,0.5227272727272727,0.8093299581891015,15,
34,2022-12-01,27169,630,0.2901981127190931,0.09830479926953349,0.5317460317460317,0.8494822220368818,15,
35,2023-01-02,27799,600,0.23621340452807837,0.08255895861572049,0.5116666666666667,0.8701434216716073,15,
36,2023-02-01,28399,600,0.261708746717771,0.12324285998314348,0.5566666666666666,0.91113666606986,15,
37,2023-03-02,28999,660,0.2603047495643724,0.06591524851044105,0.5136363636363637,0.8677611040032428,15,
38,2023-04-03,29659,600,0.27830867171586254,0.048351297129399964,0.5016666666666667,0.817977674305439,15,OVERFIT_FLAG
39,2023-05-02,30259,600,0.2543527779550684,-0.051839325883240785,0.47833333333333333,0.8733505283792814,15,OVERFIT_FLAG
40,2023-06-01,30859,630,0.22790635536410928,-0.024795640623530155,0.4174603174603175,1.05448171377182,15,OVERFIT_FLAG
41,2023-07-03,31489,630,0.24985281609126245,0.06673712678852964,0.5873015873015873,1.020099699497223,15,
42,2023-08-01,32119,660,0.25161464223882707,0.11859819173080435,0.5378787878787878,0.940097662118765,15,
43,2023-09-01,32779,570,0.2587564618802403,-0.055959622412623596,0.45964912280701753,0.9127547786786006,15,OVERFIT_FLAG
44,2023-10-04,33349,570,0.24960112021682654,0.07130826108719177,0.5368421052631579,0.9749040537410312,15,
