date,gross_return,turnover,spread_cost,impact_cost,borrow_cost,net_return,cumulative_net,gate
2020-02-03,0.00772828025164428,1.0,0.01249720308474828,0.0006165938852938261,0.0001984126984126984,-0.005583929416810524,-0.005583929416810524,1
2020-02-04,-0.010636385108993337,0.30000000000000004,0.009194650200839961,0.0006716370862162334,0.0001984126984126984,-0.02070108509446223,-0.026285014511272756,1
2020-02-05,-0.010385434508683058,0.30000000000000004,0.007161933281880345,0.0005383701614459021,0.0001984126984126984,-0.018284150650422003,-0.04456916516169476,1
2020-02-06,-0.024806419036563464,0.3999999999999999,0.008346776630413052,0.00022811272989883878,0.0001984126984126984,-0.03357972109528805,-0.07814888625698281,1
2020-02-07,-0.07473971244196022,0.19999999999999996,0.004803030636451654,9.104763723379749e-05,0.0001984126984126984,-0.07983220341405836,-0.15798108967104119,1
2020-02-10,-0.021037137499580517,0.09999999999999998,0.0032879000303573493,0.00039947182298021955,0.0001984126984126984,-0.024922922051330784,-0.18290401172237197,1
2020-02-11,0.05620584818716514,0.09999999999999998,0.002348646490774253,2.735194407179235e-05,0.0001984126984126984,0.0536314370539064,-0.1292725746684656,1
2020-02-12,0.01679283869462656,0.30000000000000004,0.00764814081757656,0.00047193408089052125,0.0001984126984126984,0.00847435109774678,-0.12079822357071882,1
2020-02-13,-0.0256652100113043,0.30000000000000004,0.006967095949603586,0.00014407560758322073,0.0001984126984126984,-0.032974794266903806,-0.15377301783762262,1
2020-02-14,0.01181515604292558,0.30000000000000004,0.00812353571892297,0.00046229272601240135,0.0001984126984126984,0.0030309148995775123,-0.1507421029380451,1
2020-02-17,-0.0007329800619728377,0.09999999999999998,0.0031327398819090773,0.0003541994875761974,0.0001984126984126984,-0.004418332129870811,-0.1551604350679159,1
2020-02-18,-0.0006994040113956421,0.3999999999999999,0.010097151238071351,0.0005256876286123538,0.0001984126984126984,-0.011520655576492045,-0.16668109064440795,1
2020-02-19,0.00846109270735014,0.6,0.01223799185093287,0.00047946034629073493,0.0001984126984126984,-0.004454772188286162,-0.1711358628326941,1
2020-02-20,-0.05632797408068356,0.4,0.011382083401596028,0.00041754049336532363,0.0001984126984126984,-0.06832601067405761,-0.23946187350675172,1
2020-02-21,0.007974343223928704,0.19999999999999996,0.006271204686204267,0.0004343950038858468,0.0001984126984126984,0.0010703308354258912,-0.2383915426713258,1
2020-02-24,-0.027751833311288242,0.3999999999999999,0.008708096837093613,0.0002235302645751602,0.0001984126984126984,-0.036881873111369715,-0.27527341578269554,1
2020-02-25,0.03755101520298182,0.19999999999999996,0.005401645863268168,0.00043237562402610795,0.0001984126984126984,0.031518581017274845,-0.2437548347654207,1
2020-02-26,0.01456064158957904,0.19999999999999996,0.00551405522852646,0.0003587147092814278,0.0001984126984126984,0.008489458953358453,-0.23526537581206225,1
2020-02-27,-0.0024137409571160402,0.30000000000000004,0.007522171781800507,0.0003025744155184121,0.0001984126984126984,-0.010436899852847657,-0.2457022756649099,1
2020-02-28,0.004419071718210196,0.6,0.01194708046820038,0.000502412252924029,0.0001984126984126984,-0.008228833701326911,-0.2539311093662368,1
2020-03-02,0.026344520221690294,0.5,0.008095398307151504,0.00021735878977251834,0.0001984126984126984,0.017833350426353575,-0.23609775893988322,1
2020-03-03,0.010243936554911362,0.3999999999999999,0.0064405750410221636,0.000199908801276039,0.0001984126984126984,0.003405040014200461,-0.23269271892568275,1
2020-03-04,0.0047561622516720005,0.19999999999999996,0.0037012144560610496,7.092699553826992e-05,0.0001984126984126984,0.0007856081016599827,-0.23190711082402277,1
2020-03-05,-0.003073178942050739,0.4,0.009436109499760422,0.00020712593930564022,0.0001984126984126984,-0.0129148270795295,-0.24482193790355228,1
2020-03-06,-0.0055866962202772595,0.4,0.009628489393840275,0.0002552443550048705,0.0001984126984126984,-0.015668842667535102,-0.2604907805710874,1
2020-03-09,0.012840048869868316,0.6,0.010116558698531411,0.00034501074574121285,0.0001984126984126984,0.002180066727182994,-0.25831071384390436,1
2020-03-10,0.0024652183943009998,0.8,0.014002870319544856,0.00041006557701618937,0.0001984126984126984,-0.012146130200672744,-0.2704568440445771,1
2020-03-11,0.006150864372975082,0.4,0.010099033461939065,0.00031143974893317296,0.0001984126984126984,-0.004458021536309854,-0.27491486558088696,1
2020-03-12,-0.020080559116977065,0.30000000000000004,0.007398458953978594,0.00023976186540430124,0.0001984126984126984,-0.02791719263477266,-0.3028320582156596,1
2020-03-13,0.02186979081837362,0.30000000000000004,0.004178882166377596,0.0002586007058388472,0.0001984126984126984,0.017233895247744477,-0.2855981629679151,1
2020-03-16,-0.016501373410158227,0.30000000000000004,0.007632534367869915,0.00025854763839934454,0.0001984126984126984,-0.024590868114840184,-0.3101890310827553,1
2020-03-17,0.016258623018283277,0.6,0.01083707271316008,0.00030698426465349167,0.0001984126984126984,0.004916153342057009,-0.3052728777406983,1
