date,gross_return,turnover,spread_cost,impact_cost,borrow_cost,net_return,cumulative_net,gate
2020-03-02,-0.020313124531309,1.0,0.017057815114092812,0.0012473467810691422,0.0,-0.03861828642647096,-0.03861828642647096,1
2020-03-03,0.02337125305626218,0.19999999999999996,0.009974204410393045,0.001005972766009787,0.0,0.012391075879859348,-0.02622721054661161,1
2020-03-04,-0.007487766029647659,0.25,0.0088696784576829,0.0005695726515961588,0.0,-0.016927017138926716,-0.043154227685538324,1
2020-03-05,-0.0017796511396342895,0.4,0.013130497033298572,0.000991756855756125,0.0,-0.015901905028688986,-0.059056132714227313,1
2020-03-06,-0.011958982764348347,0.6,0.01862783366176915,0.0013331405984276944,0.0,-0.03191995702454519,-0.0909760897387725,1
2020-03-09,0.005804625174549491,0.3500000000000001,0.010163888022632397,0.000690069317300828,0.0,-0.005049332165383734,-0.09602542190415624,1
2020-03-10,-0.007916005970289684,0.55,0.016143570822954728,0.0012906716416615446,0.0,-0.025350248434905957,-0.12137567033906219,1
2020-03-11,0.016994698702619045,0.44999999999999996,0.01396843410191326,0.0010344443013802253,0.0,0.001991820299325561,-0.11938385003973663,1
2020-03-12,-0.0011215720116087846,0.5,0.0148259567727105,0.0012557184225469116,0.0,-0.017203247206866196,-0.13658709724660284,1
2020-03-13,-0.009799867512335754,0.30000000000000004,0.010902019169529303,0.0006597576153031477,0.0,-0.021361644297168206,-0.15794874154377103,1
2020-03-16,-0.0011357597181092804,0.55,0.013581064372172304,0.0014266909196576712,0.0,-0.016143515009939255,-0.1740922565537103,1
2020-03-17,0.00926449401451989,0.55,0.015136888396524958,0.0012285903678710298,0.0,-0.007100984749876096,-0.18119324130358638,1
2020-03-18,0.0010410041726773012,0.44999999999999996,0.012580230178057605,0.0010131453069717566,0.0,-0.01255237131235206,-0.19374561261593845,1
2020-03-19,0.009138233478652946,0.4,0.012610481457126012,0.0010707608601119955,0.0,-0.004543008838585062,-0.1982886214545235,1
2020-03-20,0.004228162312536449,0.5,0.020382810388145132,0.0018457117313943334,0.0,-0.018000359807003017,-0.21628898126152651,1
2020-03-23,0.016732312506785786,0.3500000000000001,0.015343708262539864,0.0015825282947307833,0.0,-0.00019392405048486092,-0.21648290531201136,1
2020-03-24,0.008137685808371459,0.44999999999999996,0.02276231700012853,0.0019042044128446938,0.0,-0.016528835604601763,-0.23301174091661314,1
2020-03-25,0.0,0.0,0.0,0.0,0.0,0.0,-0.23301174091661314,0
2020-03-26,0.0,0.0,0.0,0.0,0.0,0.0,-0.23301174091661314,0
2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,-0.23301174091661314,0
2020-03-30,0.0,0.0,0.0,0.0,0.0,0.0,-0.23301174091661314,0
2020-03-31,0.0,0.0,0.0,0.0,0.0,0.0,-0.23301174091661314,0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.23301174091661314,0
2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,-0.23301174091661314,0
2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,-0.23301174091661314,0
2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,-0.23301174091661314,0
2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,-0.23301174091661314,0
2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,-0.23301174091661314,0
2020-04-09,0.0,0.0,0.0,0.0,0.0,0.0,-0.23301174091661314,0
2020-04-10,0.008904893130349104,1.0,0.03847111058698334,0.0030285288137384993,0.0,-0.03259474627037273,-0.2656064871869859,1
2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0,-0.2656064871869859,0
2020-04-14,0.0,0.0,0.0,0.0,0.0,0.0,-0.2656064871869859,0
2020-04-16,0.0,0.0,0.0,0.0,0.0,0.0,-0.2656064871869859,0
2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,-0.2656064871869859,0
2020-04-20,0.0,0.0,0.0,0.0,0.0,0.0,-0.2656064871869859,0
2020-04-21,0.0,0.0,0.0,0.0,0.0,0.0,-0.2656064871869859,0
2020-04-22,0.0,0.0,0.0,0.0,0.0,0.0,-0.2656064871869859,0
2020-04-23,0.0,0.0,0.0,0.0,0.0,0.0,-0.2656064871869859,0
2020-04-24,0.0,0.0,0.0,0.0,0.0,0.0,-0.2656064871869859,0
2020-04-27,0.0,0.0,0.0,0.0,0.0,0.0,-0.2656064871869859,0
2020-04-28,0.0,0.0,0.0,0.0,0.0,0.0,-0.2656064871869859,0
2020-04-29,0.0,0.0,0.0,0.0,0.0,0.0,-0.2656064871869859,0
2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0,-0.2656064871869859,0
