fold_id,fold_date,n_train,n_test,train_ic,oos_ic,oos_dir,best_val_loss,epochs_run,overfit_flag
0,2020-02-03,6481,539,0.24525344133948532,-0.08780989451955348,0.41187384044526903,1.0915401478608449,15,OVERFIT_FLAG
1,2020-03-02,7020,594,0.28259934891125676,-0.1502574684465465,0.40404040404040403,1.0597740312417347,15,OVERFIT_FLAG
2,2020-04-01,7614,559,0.28121847498388447,0.442035281324468,0.6457960644007156,0.8792275687058767,15,
3,2020-05-04,8173,532,0.3144947943815945,0.04871290550106231,0.48872180451127817,0.6711053081921169,15,OVERFIT_FLAG
4,2020-06-01,8705,658,0.30590952029536866,0.0031370441326544285,0.45288753799392095,0.9130128877503532,15,OVERFIT_FLAG
5,2020-07-01,9363,646,0.332400702363693,0.2715431199916134,0.5464396284829721,0.7793787606060505,15,
6,2020-08-03,10009,579,0.35918481658198587,-0.1126307946042233,0.5613126079447323,0.7604783065617085,15,OVERFIT_FLAG
7,2020-09-01,10588,609,0.33635142001840324,0.013931156080067857,0.5024630541871922,0.6886041892899407,15,OVERFIT_FLAG
8,2020-10-05,11197,569,0.3550061527245854,-0.03959766351744646,0.4077328646748682,0.7302735381656222,15,OVERFIT_FLAG
9,2020-11-02,11766,630,0.3695817136487366,0.005904183001826858,0.45714285714285713,0.9142127931118011,15,OVERFIT_FLAG
10,2020-12-01,12396,630,0.34446603197839815,-0.11878735608100195,0.49682539682539684,0.6480606853961944,15,OVERFIT_FLAG
11,2021-01-04,13026,600,0.3598192952217117,0.04577998145387545,0.47833333333333333,0.8086454353549264,15,OVERFIT_FLAG
12,2021-02-01,13626,540,0.3483729460340994,0.020778213485273294,0.5592592592592592,0.9100584225221113,15,OVERFIT_FLAG
13,2021-03-02,14166,660,0.3640201748186509,-0.1729858333915189,0.4681818181818182,0.7144833579659462,15,OVERFIT_FLAG
14,2021-04-01,14826,654,0.35693043225267873,0.1506673964621365,0.5351681957186545,0.8888189593950907,15,OVERFIT_FLAG
15,2021-05-03,15480,570,0.34780914063232976,-0.12653386889722207,0.4421052631578947,0.5562247794408065,15,OVERFIT_FLAG
16,2021-06-01,16050,660,0.3657696511231863,-0.19885032669603542,0.49393939393939396,1.115457378900968,15,OVERFIT_FLAG
17,2021-07-01,16710,660,0.3384259851578603,-0.026632900589923698,0.4696969696969697,0.8671063977692809,15,OVERFIT_FLAG
18,2021-08-02,17370,630,0.3314547806747382,-0.1039013952604645,0.49206349206349204,0.8374394348689488,15,OVERFIT_FLAG
19,2021-09-01,18000,570,0.3224831924154088,-0.07968550077605488,0.3543859649122807,0.7260646442572276,15,OVERFIT_FLAG
20,2021-10-01,18570,569,0.32373528701453447,-0.00820833585446115,0.5061511423550088,0.7214405318101247,15,OVERFIT_FLAG
21,2021-11-01,19139,639,0.3429753221394884,0.05055621114838192,0.4726134585289515,0.6449972331523895,15,OVERFIT_FLAG
22,2021-12-01,19778,659,0.294434243146641,0.09413624242355016,0.4673748103186646,0.9602114893496037,15,OVERFIT_FLAG
23,2022-01-03,20437,600,0.3281747271493091,-0.06108120496385125,0.425,0.8654221966862679,15,OVERFIT_FLAG
24,2022-02-03,21037,540,0.3107119795777618,0.2514344171628947,0.5574074074074075,0.7920181014958549,15,
25,2022-03-02,21577,630,0.3229991134407129,0.12875766713774695,0.3888888888888889,0.8025623472297893,15,
26,2022-04-01,22207,627,0.3496908711667914,0.08955421158908584,0.44976076555023925,0.658309183186955,15,OVERFIT_FLAG
27,2022-05-02,22834,630,0.3543310294589149,0.04006621587511005,0.41904761904761906,1.1761584166023467,15,OVERFIT_FLAG
28,2022-06-02,23464,600,0.36446866293821634,0.3335619698480614,0.555,0.9754825657919833,15,
29,2022-07-01,24064,630,0.3675800773352191,-0.09026109029968261,0.42063492063492064,0.664465363088407,15,OVERFIT_FLAG
30,2022-08-01,24694,660,0.3669545744906893,0.3052811750159055,0.5151515151515151,0.6982337325811386,15,
31,2022-09-01,25354,600,0.3574280199556487,0.08143997640886078,0.4633333333333333,0.7097035884857178,15,OVERFIT_FLAG
32,2022-10-04,25954,555,0.3658903571173345,0.18579346874205713,0.5297297297297298,0.6383706274486723,15,
33,2022-11-01,26509,660,0.3955246996320826,0.39725215569989514,0.5803030303030303,0.7224077255952925,15,
34,2022-12-01,27169,630,0.39489543371371905,-0.04795719855312667,0.44603174603174606,0.7724206813357093,15,OVERFIT_FLAG
